"path","id","parent_id","level","object_id","object_type","object_key","query_status","query_time","query_type","message","created_time","like_count","comment_count","error.message"
"266351330231_779174707587256/266351330231_771887441649316/266351330231_771887441649316","65","19","2","266351330231_771887441649316","data","data.*","fetched (200)","2024-03-05 19:33:42.291147","Facebook:/<post-id>/comments","The Best! Its a pity we can’t get them in Ecuador.","2023-12-20T01:37:03+0000","","",""
"266351330231_779174707587256/266351330231_771887441649316/266351330231_771887441649316","66","19","2","266351330231_771887441649316","data","data.*","fetched (200)","2024-03-05 19:33:42.291147","Facebook:/<post-id>/comments","The Best Ever","2023-12-20T19:48:15+0000","","",""
"266351330231_779174707587256/266351330231_771887441649316/266351330231_771887441649316","67","19","2","266351330231_771887441649316","data","data.*","fetched (200)","2024-03-05 19:33:42.291147","Facebook:/<post-id>/comments","Whoa almost $80!","2023-12-20T01:51:27+0000","","",""
"266351330231_779174707587256/266351330231_771887441649316/266351330231_771887441649316","68","19","2","266351330231_771887441649316","offcut","","fetched (200)","2024-03-05 19:33:42.291147","Facebook:/<post-id>/comments","","","","",""
"266351330231_779174707587256/266351330231_771887441649316/266351330231_771887441649316","122","19","2","266351330231_771887441649316","data","data.*","fetched (200)","2024-03-05 19:33:52.176885","Facebook:/<post-id>/comments","I like these! I've collected several over the years. Am wearing one now!","2023-12-22T12:28:20+0000","","",""
"266351330231_779174707587256/266351330231_771887441649316/266351330231_771887441649316","123","19","2","266351330231_771887441649316","data","data.*","fetched (200)","2024-03-05 19:33:52.176885","Facebook:/<post-id>/comments","The Best! Its a pity we can’t get them in Ecuador.","2023-12-20T01:37:03+0000","","",""
"266351330231_779174707587256/266351330231_771887441649316/266351330231_771887441649316","124","19","2","266351330231_771887441649316","data","data.*","fetched (200)","2024-03-05 19:33:52.176885","Facebook:/<post-id>/comments","The Best Ever","2023-12-20T19:48:15+0000","","",""
"266351330231_779174707587256/266351330231_771887441649316/266351330231_771887441649316","125","19","2","266351330231_771887441649316","data","data.*","fetched (200)","2024-03-05 19:33:52.176885","Facebook:/<post-id>/comments","Whoa almost $80!","2023-12-20T01:51:27+0000","","",""
"266351330231_779174707587256/266351330231_771887441649316/266351330231_771887441649316","126","19","2","266351330231_771887441649316","offcut","","fetched (200)","2024-03-05 19:33:52.176885","Facebook:/<post-id>/comments","","","","",""
"266351330231_779174707587256/266351330231_771771371660923","20","1","1","266351330231_771771371660923","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","Last-minute gifts ideas just hit the chat 📲    Shipping Cut-Offs: 12/19-Express shipping 12/24-Same Day Order & Pick #Uniqlo #Uniqlousa","2023-12-19T16:59:20+0000","","",""
"266351330231_779174707587256/266351330231_771771371660923/266351330231_771771371660923","69","20","2","266351330231_771771371660923","empty","","fetched (200)","2024-03-05 19:33:42.844720","Facebook:/<post-id>/comments","","","","",""
"266351330231_779174707587256/266351330231_771771371660923/266351330231_771771371660923","70","20","2","266351330231_771771371660923","offcut","","fetched (200)","2024-03-05 19:33:42.844720","Facebook:/<post-id>/comments","","","","",""
"266351330231_779174707587256/266351330231_771771371660923/266351330231_771771371660923","127","20","2","266351330231_771771371660923","empty","","fetched (200)","2024-03-05 19:33:52.479332","Facebook:/<post-id>/comments","","","","",""
"266351330231_779174707587256/266351330231_771771371660923/266351330231_771771371660923","128","20","2","266351330231_771771371660923","offcut","","fetched (200)","2024-03-05 19:33:52.479332","Facebook:/<post-id>/comments","","","","",""
"266351330231_779174707587256/266351330231_771271695044224","21","1","1","266351330231_771271695044224","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","Get in the knit know! 👀 Follow these 4 easy steps to preserve your knitwear and prevent stretching.   Find your favorite knits here: https://bit.ly/47XRs3l  #Uniqlo #Uniqlousa","2023-12-18T22:30:29+0000","","",""
"266351330231_779174707587256/266351330231_771271695044224/266351330231_771271695044224","71","21","2","266351330231_771271695044224","empty","","fetched (200)","2024-03-05 19:33:43.420873","Facebook:/<post-id>/comments","","","","",""
"266351330231_779174707587256/266351330231_771271695044224/266351330231_771271695044224","72","21","2","266351330231_771271695044224","offcut","","fetched (200)","2024-03-05 19:33:43.420873","Facebook:/<post-id>/comments","","","","",""
"266351330231_779174707587256/266351330231_771271695044224/266351330231_771271695044224","129","21","2","266351330231_771271695044224","empty","","fetched (200)","2024-03-05 19:33:52.785265","Facebook:/<post-id>/comments","","","","",""
"266351330231_779174707587256/266351330231_771271695044224/266351330231_771271695044224","130","21","2","266351330231_771271695044224","offcut","","fetched (200)","2024-03-05 19:33:52.785265","Facebook:/<post-id>/comments","","","","",""
"266351330231_779174707587256/266351330231_771055325065861","22","1","1","266351330231_771055325065861","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","The always trending Moon Bag now in pastel-perfect hues! Order today with Priority shipping to give the ultimate last-minute holiday gift.   Find them all here: https://bit.ly/3RH87mn #Uniqlo #Uniqlousa","2023-12-18T15:33:01+0000","","",""
"266351330231_779174707587256/266351330231_771055325065861/266351330231_771055325065861","73","22","2","266351330231_771055325065861","empty","","fetched (200)","2024-03-05 19:33:43.815075","Facebook:/<post-id>/comments","","","","",""
"266351330231_779174707587256/266351330231_771055325065861/266351330231_771055325065861","74","22","2","266351330231_771055325065861","offcut","","fetched (200)","2024-03-05 19:33:43.815075","Facebook:/<post-id>/comments","","","","",""
"266351330231_779174707587256/266351330231_771055325065861/266351330231_771055325065861","131","22","2","266351330231_771055325065861","empty","","fetched (200)","2024-03-05 19:33:53.091509","Facebook:/<post-id>/comments","","","","",""
"266351330231_779174707587256/266351330231_771055325065861/266351330231_771055325065861","132","22","2","266351330231_771055325065861","offcut","","fetched (200)","2024-03-05 19:33:53.091509","Facebook:/<post-id>/comments","","","","",""
"266351330231_779174707587256/266351330231_770351505136243","23","1","1","266351330231_770351505136243","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","We're taking the stress of gifting off your shoulders with perfect last-minute presents! Find them in stores + online. 🎁   Shipping Cut-Offs: 12/17-Standard shipping 12/18-Priority shipping 12/19-Express shipping 12/24-Same Day Order & Pick  #Uniqlo #Uniqlousa","2023-12-17T14:50:04+0000","","",""
"266351330231_779174707587256/266351330231_770351505136243/266351330231_770351505136243","75","23","2","266351330231_770351505136243","data","data.*","fetched (200)","2024-03-05 19:33:44.234160","Facebook:/<post-id>/comments","On my knees begging for a location at Sawgrass Mills","2023-12-17T19:40:33+0000","","",""
"266351330231_779174707587256/266351330231_770351505136243/266351330231_770351505136243","76","23","2","266351330231_770351505136243","offcut","","fetched (200)","2024-03-05 19:33:44.234160","Facebook:/<post-id>/comments","","","","",""
"266351330231_779174707587256/266351330231_770351505136243/266351330231_770351505136243","133","23","2","266351330231_770351505136243","data","data.*","fetched (200)","2024-03-05 19:33:53.500611","Facebook:/<post-id>/comments","On my knees begging for a location at Sawgrass Mills","2023-12-17T19:40:33+0000","","",""
"266351330231_779174707587256/266351330231_770351505136243/266351330231_770351505136243","134","23","2","266351330231_770351505136243","offcut","","fetched (200)","2024-03-05 19:33:53.500611","Facebook:/<post-id>/comments","","","","",""
"266351330231_779174707587256/266351330231_769226131915447","24","1","1","266351330231_769226131915447","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","Perfect your winter capsule wardrobe with our latest Live Station Show with host Aemilia Madden!  Tune in here: https://www.uniqlo.com/us/en/special-feature/live-station/88  #Uniqlo #Uniqlousa","2023-12-15T21:07:10+0000","","",""
"266351330231_779174707587256/266351330231_769226131915447/266351330231_769226131915447","77","24","2","266351330231_769226131915447","data","data.*","fetched (200)","2024-03-05 19:33:44.752052","Facebook:/<post-id>/comments","Please read this article carefully: Stop blindly investing in the stock market. Blind investing will only make you lose money because you are not professional enough. When a person feels that he is not good enough, the most important thing is to learn. How to choose a good stock? 5w.fit/CHgTB","2023-12-17T12:38:37+0000","","",""
"266351330231_779174707587256/266351330231_769226131915447/266351330231_769226131915447","78","24","2","266351330231_769226131915447","data","data.*","fetched (200)","2024-03-05 19:33:44.752052","Facebook:/<post-id>/comments","Salut from my Slavery live station  to yours","2023-12-15T21:15:34+0000","","",""
"266351330231_779174707587256/266351330231_769226131915447/266351330231_769226131915447","79","24","2","266351330231_769226131915447","offcut","","fetched (200)","2024-03-05 19:33:44.752052","Facebook:/<post-id>/comments","","","","",""
"266351330231_779174707587256/266351330231_769226131915447/266351330231_769226131915447","135","24","2","266351330231_769226131915447","data","data.*","fetched (200)","2024-03-05 19:33:54.318571","Facebook:/<post-id>/comments","Please read this article carefully: Stop blindly investing in the stock market. Blind investing will only make you lose money because you are not professional enough. When a person feels that he is not good enough, the most important thing is to learn. How to choose a good stock? 5w.fit/CHgTB","2023-12-17T12:38:37+0000","","",""
"266351330231_779174707587256/266351330231_769226131915447/266351330231_769226131915447","136","24","2","266351330231_769226131915447","data","data.*","fetched (200)","2024-03-05 19:33:54.318571","Facebook:/<post-id>/comments","Salut from my Slavery live station  to yours","2023-12-15T21:15:34+0000","","",""
"266351330231_779174707587256/266351330231_769226131915447/266351330231_769226131915447","137","24","2","266351330231_769226131915447","offcut","","fetched (200)","2024-03-05 19:33:54.318571","Facebook:/<post-id>/comments","","","","",""
"266351330231_779174707587256/266351330231_769103111927749","25","1","1","266351330231_769103111927749","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","You get a gift card, and YOU get a gift card! Everyone gets a gift card! 🎁 Give the gift of choice and let them choose exactly what's right for them.  #Uniqlo #Uniqlousa","2023-12-15T16:13:16+0000","","",""
"266351330231_779174707587256/266351330231_769103111927749/266351330231_769103111927749","80","25","2","266351330231_769103111927749","data","data.*","fetched (200)","2024-03-05 19:33:45.269508","Facebook:/<post-id>/comments","GTB bank, OPAY bank, UBA bank. First bank, if you have any of the bank account you can make ₦50k daily with your phone by visit this website, mayjong60.weebly.com","2023-12-20T01:08:16+0000","","",""
"266351330231_779174707587256/266351330231_769103111927749/266351330231_769103111927749","81","25","2","266351330231_769103111927749","offcut","","fetched (200)","2024-03-05 19:33:45.269508","Facebook:/<post-id>/comments","","","","",""
"266351330231_779174707587256/266351330231_769103111927749/266351330231_769103111927749","138","25","2","266351330231_769103111927749","data","data.*","fetched (200)","2024-03-05 19:33:54.627504","Facebook:/<post-id>/comments","GTB bank, OPAY bank, UBA bank. First bank, if you have any of the bank account you can make ₦50k daily with your phone by visit this website, mayjong60.weebly.com","2023-12-20T01:08:16+0000","","",""
"266351330231_779174707587256/266351330231_769103111927749/266351330231_769103111927749","139","25","2","266351330231_769103111927749","offcut","","fetched (200)","2024-03-05 19:33:54.627504","Facebook:/<post-id>/comments","","","","",""
"266351330231_779174707587256/266351330231_768605598644167","26","1","1","266351330231_768605598644167","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","Give them the gift that gets a *round* of applause: ""The Bag"" of 2023, named by Lyst! Plus, get ready for an upcoming pop of color! 👀  Find them all here: https://bit.ly/3RH87mn  #Uniqlo #Uniqlousa #Uniqlobag #moonbag","2023-12-14T22:30:06+0000","","",""
"266351330231_779174707587256/266351330231_768605598644167/266351330231_768605598644167","82","26","2","266351330231_768605598644167","data","data.*","fetched (200)","2024-03-05 19:33:45.776642","Facebook:/<post-id>/comments","Shubhi Vijay","2023-12-15T03:21:26+0000","","",""
"266351330231_779174707587256/266351330231_768605598644167/266351330231_768605598644167","83","26","2","266351330231_768605598644167","data","data.*","fetched (200)","2024-03-05 19:33:45.776642","Facebook:/<post-id>/comments","𝐃𝐞𝐚𝐫 𝐃𝐨𝐧'𝐭 𝐒𝐤𝐢𝐩👍👍 𝐶𝑜𝑛𝑔𝑟𝑎𝑡𝑢𝑙𝑎𝑡𝑖𝑜𝑛𝑠 𝑌𝑜𝑢 𝐶𝑎𝑛 𝐺𝑒𝑡 𝑌𝑜𝑢𝑟 𝑃𝑎𝑦𝑚𝑒𝑛𝑡 𝐵𝑒𝑡𝑤𝑒𝑒𝑛 20 second. 𝐕𝐢𝐬𝐢𝐭 𝐓𝐡𝐞 𝐋𝐢𝐧𝐤 𝐁𝐞𝐥𝐨𝐰 𝐅𝐨𝐫 𝐌𝐨𝐫𝐞 𝐃𝐞𝐭𝐚𝐢𝐥𝐬⤵️⤵️ 𝐂𝐥𝐢𝐜𝐤 𝐍𝐨𝐰👌👌 https://gtudeal.com/f1/","2023-12-15T12:25:33+0000","","",""
"266351330231_779174707587256/266351330231_768605598644167/266351330231_768605598644167","84","26","2","266351330231_768605598644167","data","data.*","fetched (200)","2024-03-05 19:33:45.776642","Facebook:/<post-id>/comments","https://www.facebook.com/tobykeith","2023-12-15T12:25:12+0000","","",""
"266351330231_779174707587256/266351330231_768605598644167/266351330231_768605598644167","85","26","2","266351330231_768605598644167","offcut","","fetched (200)","2024-03-05 19:33:45.776642","Facebook:/<post-id>/comments","","","","",""
"266351330231_779174707587256/266351330231_768605598644167/266351330231_768605598644167","140","26","2","266351330231_768605598644167","data","data.*","fetched (200)","2024-03-05 19:33:54.935494","Facebook:/<post-id>/comments","Shubhi Vijay","2023-12-15T03:21:26+0000","","",""
"266351330231_779174707587256/266351330231_768605598644167/266351330231_768605598644167","141","26","2","266351330231_768605598644167","data","data.*","fetched (200)","2024-03-05 19:33:54.935494","Facebook:/<post-id>/comments","𝐃𝐞𝐚𝐫 𝐃𝐨𝐧'𝐭 𝐒𝐤𝐢𝐩👍👍 𝐶𝑜𝑛𝑔𝑟𝑎𝑡𝑢𝑙𝑎𝑡𝑖𝑜𝑛𝑠 𝑌𝑜𝑢 𝐶𝑎𝑛 𝐺𝑒𝑡 𝑌𝑜𝑢𝑟 𝑃𝑎𝑦𝑚𝑒𝑛𝑡 𝐵𝑒𝑡𝑤𝑒𝑒𝑛 20 second. 𝐕𝐢𝐬𝐢𝐭 𝐓𝐡𝐞 𝐋𝐢𝐧𝐤 𝐁𝐞𝐥𝐨𝐰 𝐅𝐨𝐫 𝐌𝐨𝐫𝐞 𝐃𝐞𝐭𝐚𝐢𝐥𝐬⤵️⤵️ 𝐂𝐥𝐢𝐜𝐤 𝐍𝐨𝐰👌👌 https://gtudeal.com/f1/","2023-12-15T12:25:33+0000","","",""
"266351330231_779174707587256/266351330231_768605598644167/266351330231_768605598644167","142","26","2","266351330231_768605598644167","data","data.*","fetched (200)","2024-03-05 19:33:54.935494","Facebook:/<post-id>/comments","https://www.facebook.com/tobykeith","2023-12-15T12:25:12+0000","","",""
"266351330231_779174707587256/266351330231_768605598644167/266351330231_768605598644167","143","26","2","266351330231_768605598644167","offcut","","fetched (200)","2024-03-05 19:33:54.935494","Facebook:/<post-id>/comments","","","","",""
"266351330231_779174707587256/uniqlo.us","27","1","1","uniqlo.us","offcut","","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","","","","",""
"uniqlo.us","1","None","0","uniqlo.us","seed","","","None","None","","","","",""
"uniqlo.us/266351330231_779174707587256","2","1","1","266351330231_779174707587256","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","Couples that layer together, stay together 😉   Warm, Extra Warm + Ultra Warm HEATTECH pieces are essential to cozy winter looks. Shop the collection in stores + online!   Find them all here: https://www.uniqlo.com/us/en/women/innerwear/heattech-innerwear-and-thermal-underwear?storeId=101539&inventoryCondition=1  #Uniqlo #Uniqlousa","2023-12-30T15:06:34+0000","","",""
"uniqlo.us/266351330231_779174707587256/266351330231_779174707587256","28","2","2","266351330231_779174707587256","empty","","fetched (200)","2024-03-05 19:33:33.951499","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_779174707587256/266351330231_779174707587256","29","2","2","266351330231_779174707587256","offcut","","fetched (200)","2024-03-05 19:33:33.951499","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_779174707587256/266351330231_779174707587256","86","2","2","266351330231_779174707587256","empty","","fetched (200)","2024-03-05 19:33:46.393560","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_779174707587256/266351330231_779174707587256","87","2","2","266351330231_779174707587256","offcut","","fetched (200)","2024-03-05 19:33:46.393560","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_778068397697887","3","1","1","266351330231_778068397697887","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","Kick off the New Year in your HOTTEST look when you step into 2024 with cozy warm HEATTECH layers! 🔥  Find all our HEATTECH layers here: https://bit.ly/3RBxSDo  #Uniqlo #Uniqlousa #HEATTECH","2023-12-28T22:22:16+0000","","",""
"uniqlo.us/266351330231_778068397697887/266351330231_778068397697887","30","3","2","266351330231_778068397697887","empty","","fetched (200)","2024-03-05 19:33:34.536225","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_778068397697887/266351330231_778068397697887","31","3","2","266351330231_778068397697887","offcut","","fetched (200)","2024-03-05 19:33:34.536225","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_778068397697887/266351330231_778068397697887","88","3","2","266351330231_778068397697887","empty","","fetched (200)","2024-03-05 19:33:46.743242","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_778068397697887/266351330231_778068397697887","89","3","2","266351330231_778068397697887","offcut","","fetched (200)","2024-03-05 19:33:46.743242","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_777857181052342","4","1","1","266351330231_777857181052342","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","Jaws will drop at ball drop 😍✨ Make it to midnight in these NYE dress picks!   Shop all dresses in stores + online here: https://www.uniqlo.com/us/en/women/dresses-and-skirts?storeId=101539&inventoryCondition=1   #Uniqlo #Uniqlousa #NewYearsoutfit","2023-12-28T14:50:26+0000","","",""
"uniqlo.us/266351330231_777857181052342/266351330231_777857181052342","32","4","2","266351330231_777857181052342","data","data.*","fetched (200)","2024-03-05 19:33:34.893714","Facebook:/<post-id>/comments","I’ll tell you the ultrastrech airism dress is the best I’ve worn! I’ve ordered another.","2023-12-28T17:35:20+0000","","",""
"uniqlo.us/266351330231_777857181052342/266351330231_777857181052342","33","4","2","266351330231_777857181052342","offcut","","fetched (200)","2024-03-05 19:33:34.893714","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_777857181052342/266351330231_777857181052342","90","4","2","266351330231_777857181052342","data","data.*","fetched (200)","2024-03-05 19:33:47.152930","Facebook:/<post-id>/comments","I’ll tell you the ultrastrech airism dress is the best I’ve worn! I’ve ordered another.","2023-12-28T17:35:20+0000","","",""
"uniqlo.us/266351330231_777857181052342/266351330231_777857181052342","91","4","2","266351330231_777857181052342","offcut","","fetched (200)","2024-03-05 19:33:47.152930","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_777242287780498","5","1","1","266351330231_777242287780498","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","Aesthetically pleasing shopping? Yes, please! 🤩  You know what they say: home is where the organized shelves are! #Uniqlousa #Uniqlo","2023-12-27T15:50:26+0000","","",""
"uniqlo.us/266351330231_777242287780498/266351330231_777242287780498","34","5","2","266351330231_777242287780498","data","data.*","fetched (200)","2024-03-05 19:33:35.429357","Facebook:/<post-id>/comments","Please open an outlet in Texas 🥰","2023-12-29T02:13:27+0000","","",""
"uniqlo.us/266351330231_777242287780498/266351330231_777242287780498","35","5","2","266351330231_777242287780498","offcut","","fetched (200)","2024-03-05 19:33:35.429357","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_777242287780498/266351330231_777242287780498","92","5","2","266351330231_777242287780498","data","data.*","fetched (200)","2024-03-05 19:33:47.423098","Facebook:/<post-id>/comments","Please open an outlet in Texas 🥰","2023-12-29T02:13:27+0000","","",""
"uniqlo.us/266351330231_777242287780498/266351330231_777242287780498","93","5","2","266351330231_777242287780498","offcut","","fetched (200)","2024-03-05 19:33:47.423098","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_777242261113834","6","1","1","266351330231_777242261113834","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","Stay warm in the snow with our heat-holding Recycled Hybrid Down Jacket from the UNIQLO x White Mountaineering collection.  Plus, find end of season deals on winter’s most-loved outerwear in stores + online here: https://bit.ly/47Zv3mp #Uniqlo #Uniqlousa","2023-12-27T15:50:10+0000","","",""
"uniqlo.us/266351330231_777242261113834/266351330231_777242261113834","36","6","2","266351330231_777242261113834","empty","","fetched (200)","2024-03-05 19:33:35.846333","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_777242261113834/266351330231_777242261113834","37","6","2","266351330231_777242261113834","offcut","","fetched (200)","2024-03-05 19:33:35.846333","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_777242261113834/266351330231_777242261113834","94","6","2","266351330231_777242261113834","empty","","fetched (200)","2024-03-05 19:33:47.870849","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_777242261113834/266351330231_777242261113834","95","6","2","266351330231_777242261113834","offcut","","fetched (200)","2024-03-05 19:33:47.870849","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_777210967783630","7","1","1","266351330231_777210967783630","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","Peak packable puffer season calls for our high-performance Ultra Light Down Jacket. Featuring a packable design that folds down into its own pouch, this is the season’s best!   Shop in stores + online here: https://www.uniqlo.com/us/en/women/outerwear-and-blazers/ultra-light-down?storeId=101539&inventoryCondition=1 #Uniqlo #Uniqlousa","2023-12-27T15:00:42+0000","","",""
"uniqlo.us/266351330231_777210967783630/266351330231_777210967783630","38","7","2","266351330231_777210967783630","empty","","fetched (200)","2024-03-05 19:33:36.243017","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_777210967783630/266351330231_777210967783630","39","7","2","266351330231_777210967783630","offcut","","fetched (200)","2024-03-05 19:33:36.243017","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_777210967783630/266351330231_777210967783630","96","7","2","266351330231_777210967783630","empty","","fetched (200)","2024-03-05 19:33:48.126548","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_777210967783630/266351330231_777210967783630","97","7","2","266351330231_777210967783630","offcut","","fetched (200)","2024-03-05 19:33:48.126548","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_776761377828589","8","1","1","266351330231_776761377828589","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","UNIQLO ASMR Y/N?   It’s a yes from us 😍😍  #Uniqlo #Uniqlousa","2023-12-26T23:21:16+0000","","",""
"uniqlo.us/266351330231_776761377828589/266351330231_776761377828589","40","8","2","266351330231_776761377828589","data","data.*","fetched (200)","2024-03-05 19:33:36.654332","Facebook:/<post-id>/comments","Actually I want to grow your youtube channel","2023-12-28T11:49:11+0000","","",""
"uniqlo.us/266351330231_776761377828589/266351330231_776761377828589","41","8","2","266351330231_776761377828589","data","data.*","fetched (200)","2024-03-05 19:33:36.654332","Facebook:/<post-id>/comments","💕❄🐦🚧💝  Love is not just a feeling, it’s an action👖https://aekkaphod.vercel.app/","2023-12-27T06:53:52+0000","","",""
"uniqlo.us/266351330231_776761377828589/266351330231_776761377828589","42","8","2","266351330231_776761377828589","offcut","","fetched (200)","2024-03-05 19:33:36.654332","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_776761377828589/266351330231_776761377828589","98","8","2","266351330231_776761377828589","data","data.*","fetched (200)","2024-03-05 19:33:48.585436","Facebook:/<post-id>/comments","Actually I want to grow your youtube channel","2023-12-28T11:49:11+0000","","",""
"uniqlo.us/266351330231_776761377828589/266351330231_776761377828589","99","8","2","266351330231_776761377828589","data","data.*","fetched (200)","2024-03-05 19:33:48.585436","Facebook:/<post-id>/comments","💕❄🐦🚧💝  Love is not just a feeling, it’s an action👖https://aekkaphod.vercel.app/","2023-12-27T06:53:52+0000","","",""
"uniqlo.us/266351330231_776761377828589/266351330231_776761377828589","100","8","2","266351330231_776761377828589","offcut","","fetched (200)","2024-03-05 19:33:48.585436","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_776568167847910","9","1","1","266351330231_776568167847910","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","The popular bag with a special Marimekko touch. Designed to fit across the body with piping to keep the form intact.  And a selection of socks in iconic designs featuring UNIQLO’s HEATTECH fabric to keep the feet warm all winter long.  Preview the collection before it arrives here: https://www.uniqlo.com/us/en/contents/collaboration/uniqloxmarimekko/23fw/  @marimekko #UniqloxMarimekko, #newyearcollection, #Uniqlo, #Lifewear, #Marimekko","2023-12-26T16:10:14+0000","","",""
"uniqlo.us/266351330231_776568167847910/266351330231_776568167847910","43","9","2","266351330231_776568167847910","data","data.*","fetched (200)","2024-03-05 19:33:37.168140","Facebook:/<post-id>/comments","Are these going to be available in-store too? 👀","2023-12-26T18:42:55+0000","","",""
"uniqlo.us/266351330231_776568167847910/266351330231_776568167847910","44","9","2","266351330231_776568167847910","offcut","","fetched (200)","2024-03-05 19:33:37.168140","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_776568167847910/266351330231_776568167847910","101","9","2","266351330231_776568167847910","data","data.*","fetched (200)","2024-03-05 19:33:48.891602","Facebook:/<post-id>/comments","Are these going to be available in-store too? 👀","2023-12-26T18:42:55+0000","","",""
"uniqlo.us/266351330231_776568167847910/266351330231_776568167847910","102","9","2","266351330231_776568167847910","offcut","","fetched (200)","2024-03-05 19:33:48.891602","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_775936064577787","10","1","1","266351330231_775936064577787","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","Happy Holidays from UNIQLO!   This month, we launched our charity T-shirt collection across the globe with events in Milan, Tokyo, and New York, with all proceeds donated to international organizations! We've already raised over $4 million dollars for our partners UNHCR, Save the Children, and Plan International, and we can't wait to continue our joint efforts in the coming year!","2023-12-25T16:47:22+0000","","",""
"uniqlo.us/266351330231_775936064577787/266351330231_775936064577787","45","10","2","266351330231_775936064577787","empty","","fetched (200)","2024-03-05 19:33:37.679845","Facebook:/<post-id>/comments","","","","",""
