"path","id","parent_id","level","object_id","object_type","object_key","query_status","query_time","query_type","message","created_time","like_count","comment_count","error.message"
"uniqlo.us/266351330231_775936064577787/266351330231_775936064577787","46","10","2","266351330231_775936064577787","offcut","","fetched (200)","2024-03-05 19:33:37.679845","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_775936064577787/266351330231_775936064577787","103","10","2","266351330231_775936064577787","empty","","fetched (200)","2024-03-05 19:33:49.198646","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_775936064577787/266351330231_775936064577787","104","10","2","266351330231_775936064577787","offcut","","fetched (200)","2024-03-05 19:33:49.198646","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_775332441304816","11","1","1","266351330231_775332441304816","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","The ""sock"" market is booming 📈 📈📈   HEATTECH socks are cold-weather essentials, grab a pair (or 2) in stores + online here: https://bit.ly/48h6iSj    #Uniqlo #Uniqlousa","2023-12-24T19:49:22+0000","","",""
"uniqlo.us/266351330231_775332441304816/266351330231_775332441304816","47","11","2","266351330231_775332441304816","data","data.*","fetched (200)","2024-03-05 19:33:38.397203","Facebook:/<post-id>/comments","Can we get a Uniqlo store in Pittsburgh PA please","2023-12-24T21:33:41+0000","","",""
"uniqlo.us/266351330231_775332441304816/266351330231_775332441304816","48","11","2","266351330231_775332441304816","offcut","","fetched (200)","2024-03-05 19:33:38.397203","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_775332441304816/266351330231_775332441304816","105","11","2","266351330231_775332441304816","data","data.*","fetched (200)","2024-03-05 19:33:49.505912","Facebook:/<post-id>/comments","Can we get a Uniqlo store in Pittsburgh PA please","2023-12-24T21:33:41+0000","","",""
"uniqlo.us/266351330231_775332441304816/266351330231_775332441304816","106","11","2","266351330231_775332441304816","offcut","","fetched (200)","2024-03-05 19:33:49.505912","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_774498311388229","12","1","1","266351330231_774498311388229","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","Get a last-minute gift for everyone left on your list! Stop by select UNIQLO stores to design custom, one-of-a-kind tote bags + tees before the holiday!   Find more info here: https://www.uniqlo.com/us/en/special-feature/utme  #Uniqlo #Uniqlousa","2023-12-23T16:51:25+0000","","",""
"uniqlo.us/266351330231_774498311388229/266351330231_774498311388229","49","12","2","266351330231_774498311388229","data","data.*","fetched (200)","2024-03-05 19:33:38.845546","Facebook:/<post-id>/comments","Danny Chiang","2023-12-23T21:12:57+0000","","",""
"uniqlo.us/266351330231_774498311388229/266351330231_774498311388229","50","12","2","266351330231_774498311388229","offcut","","fetched (200)","2024-03-05 19:33:38.845546","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_774498311388229/266351330231_774498311388229","107","12","2","266351330231_774498311388229","data","data.*","fetched (200)","2024-03-05 19:33:49.781116","Facebook:/<post-id>/comments","Danny Chiang","2023-12-23T21:12:57+0000","","",""
"uniqlo.us/266351330231_774498311388229/266351330231_774498311388229","108","12","2","266351330231_774498311388229","offcut","","fetched (200)","2024-03-05 19:33:49.781116","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_773906281447432","13","1","1","266351330231_773906281447432","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","A little something for the holiday’s main event ✨✨✨  Shop the super chic Knitted Short Jacket in stores + online here: https://www.uniqlo.com/us/en/women/outerwear-and-blazers/jackets-and-parkas?storeId=101539&inventoryCondition=1","2023-12-22T19:18:18+0000","","",""
"uniqlo.us/266351330231_773906281447432/266351330231_773906281447432","51","13","2","266351330231_773906281447432","empty","","fetched (200)","2024-03-05 19:33:39.424294","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_773906281447432/266351330231_773906281447432","52","13","2","266351330231_773906281447432","offcut","","fetched (200)","2024-03-05 19:33:39.424294","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_773906281447432/266351330231_773906281447432","109","13","2","266351330231_773906281447432","empty","","fetched (200)","2024-03-05 19:33:50.326640","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_773906281447432/266351330231_773906281447432","110","13","2","266351330231_773906281447432","offcut","","fetched (200)","2024-03-05 19:33:50.326640","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_773843551453705","14","1","1","266351330231_773843551453705","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","To celebrate the holidays, UNIQLO's 5th Avenue Global Flagship store in NYC hosted a special card-making workshop for children in need where they met Snoopy!   Peanuts is one of the collaborators of UNIQLO's T-shirt charity project. All proceeds from this charity project will be donated to international organizations supporting people worldwide.  Find the full collection online here: https://bit.ly/3NyGBVH","2023-12-22T16:50:09+0000","","",""
"uniqlo.us/266351330231_773843551453705/266351330231_773843551453705","53","14","2","266351330231_773843551453705","data","data.*","fetched (200)","2024-03-05 19:33:39.828020","Facebook:/<post-id>/comments","What the hell babe???","2023-12-22T16:59:34+0000","","",""
"uniqlo.us/266351330231_773843551453705/266351330231_773843551453705","54","14","2","266351330231_773843551453705","offcut","","fetched (200)","2024-03-05 19:33:39.828020","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_773843551453705/266351330231_773843551453705","111","14","2","266351330231_773843551453705","data","data.*","fetched (200)","2024-03-05 19:33:50.632944","Facebook:/<post-id>/comments","What the hell babe???","2023-12-22T16:59:34+0000","","",""
"uniqlo.us/266351330231_773843551453705/266351330231_773843551453705","112","14","2","266351330231_773843551453705","offcut","","fetched (200)","2024-03-05 19:33:50.632944","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_773303151507745","15","1","1","266351330231_773303151507745","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","The long-loved fleece collection is perfect for everyday style, warmth + (of course) comfort!   Shop the 50+ options in stores + online here: https://bit.ly/3NsYftA  #Uniqlousa","2023-12-21T21:12:21+0000","","",""
"uniqlo.us/266351330231_773303151507745/266351330231_773303151507745","55","15","2","266351330231_773303151507745","empty","","fetched (200)","2024-03-05 19:33:40.291619","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_773303151507745/266351330231_773303151507745","56","15","2","266351330231_773303151507745","offcut","","fetched (200)","2024-03-05 19:33:40.291619","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_773303151507745/266351330231_773303151507745","113","15","2","266351330231_773303151507745","empty","","fetched (200)","2024-03-05 19:33:50.942670","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_773303151507745/266351330231_773303151507745","114","15","2","266351330231_773303151507745","offcut","","fetched (200)","2024-03-05 19:33:50.942670","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_773098801528180","16","1","1","266351330231_773098801528180","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","Dive into the rich world of Katsushika Hokusai's iconic ukiyo-e prints from the collection of the Museum of Fine Arts, Boston!  UNIQLO and MFA's continued partnership brings the Museum's timeless pieces to life through the canvas of a T-shirt.  Find the full collection in stores + online here: https://bit.ly/3RnN1b5","2023-12-21T14:31:28+0000","","",""
"uniqlo.us/266351330231_773098801528180/266351330231_773098801528180","57","16","2","266351330231_773098801528180","data","data.*","fetched (200)","2024-03-05 19:33:40.763330","Facebook:/<post-id>/comments","Coming to The Nelson-Atkins Museum of Art in 2024! Time to visit Kansas City","2023-12-22T05:23:41+0000","","",""
"uniqlo.us/266351330231_773098801528180/266351330231_773098801528180","58","16","2","266351330231_773098801528180","data","data.*","fetched (200)","2024-03-05 19:33:40.763330","Facebook:/<post-id>/comments","Amazing day for the team once again ✅💹🤑💰. Swipe right to see more of today’s profit rolling in  if you’re interested in copying our EXACT trade shoot me a DM-Hallo, entschuldigen Sie die Unannehmlichkeiten mit Ihrem Konto. Ich garantiere 💯prozentige Sicherheit bei der Wiederherstellung Ihres Kontos. Schicken Sie mir eine Nachricht zur Genesung❤️💯✔️","2023-12-21T21:34:01+0000","","",""
"uniqlo.us/266351330231_773098801528180/266351330231_773098801528180","59","16","2","266351330231_773098801528180","offcut","","fetched (200)","2024-03-05 19:33:40.763330","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_773098801528180/266351330231_773098801528180","115","16","2","266351330231_773098801528180","data","data.*","fetched (200)","2024-03-05 19:33:51.249695","Facebook:/<post-id>/comments","Coming to The Nelson-Atkins Museum of Art in 2024! Time to visit Kansas City","2023-12-22T05:23:41+0000","","",""
"uniqlo.us/266351330231_773098801528180/266351330231_773098801528180","116","16","2","266351330231_773098801528180","data","data.*","fetched (200)","2024-03-05 19:33:51.249695","Facebook:/<post-id>/comments","Amazing day for the team once again ✅💹🤑💰. Swipe right to see more of today’s profit rolling in  if you’re interested in copying our EXACT trade shoot me a DM-Hallo, entschuldigen Sie die Unannehmlichkeiten mit Ihrem Konto. Ich garantiere 💯prozentige Sicherheit bei der Wiederherstellung Ihres Kontos. Schicken Sie mir eine Nachricht zur Genesung❤️💯✔️","2023-12-21T21:34:01+0000","","",""
"uniqlo.us/266351330231_773098801528180/266351330231_773098801528180","117","16","2","266351330231_773098801528180","offcut","","fetched (200)","2024-03-05 19:33:51.249695","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_772582361579824","17","1","1","266351330231_772582361579824","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","Looking to make last-minute gifting easier? Use our ""Order & Pick"" delivery option when you buy online to get SAME-DAY pickup in stores!  Available until 12/24✨  #Uniqlo #Uniqlousa","2023-12-20T20:54:19+0000","","",""
"uniqlo.us/266351330231_772582361579824/266351330231_772582361579824","60","17","2","266351330231_772582361579824","data","data.*","fetched (200)","2024-03-05 19:33:41.259700","Facebook:/<post-id>/comments","👏👏👏👏👍👍🥰🥰🥰","2023-12-20T21:29:13+0000","","",""
"uniqlo.us/266351330231_772582361579824/266351330231_772582361579824","61","17","2","266351330231_772582361579824","offcut","","fetched (200)","2024-03-05 19:33:41.259700","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_772582361579824/266351330231_772582361579824","118","17","2","266351330231_772582361579824","data","data.*","fetched (200)","2024-03-05 19:33:51.561422","Facebook:/<post-id>/comments","👏👏👏👏👍👍🥰🥰🥰","2023-12-20T21:29:13+0000","","",""
"uniqlo.us/266351330231_772582361579824/266351330231_772582361579824","119","17","2","266351330231_772582361579824","offcut","","fetched (200)","2024-03-05 19:33:51.561422","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_772393608265366","18","1","1","266351330231_772393608265366","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","Exciting news: UNIQLO x Marimekko 2024 New Year is coming!   A limited-edition collection to inspire adventure and enrich the pleasure of cozy dressing.The collection will be available in January 4th at UNIQLO stores and online stores.  Catch the first glimpse here:https://bit.ly/41q1Heg","2023-12-20T14:30:51+0000","","",""
"uniqlo.us/266351330231_772393608265366/266351330231_772393608265366","62","18","2","266351330231_772393608265366","empty","","fetched (200)","2024-03-05 19:33:41.783028","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_772393608265366/266351330231_772393608265366","63","18","2","266351330231_772393608265366","offcut","","fetched (200)","2024-03-05 19:33:41.783028","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_772393608265366/266351330231_772393608265366","120","18","2","266351330231_772393608265366","empty","","fetched (200)","2024-03-05 19:33:51.863535","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_772393608265366/266351330231_772393608265366","121","18","2","266351330231_772393608265366","offcut","","fetched (200)","2024-03-05 19:33:51.863535","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_771887441649316","19","1","1","266351330231_771887441649316","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","Ultra Light Down is the secret to walking in a winter wonderland ❄️❄️   Shop the lightweight yet warm lineup of layers in stores + online here: https://bit.ly/3v2flZ9  #Uniqlo #Uniqlousa","2023-12-19T20:47:07+0000","","",""
"uniqlo.us/266351330231_771887441649316/266351330231_771887441649316","64","19","2","266351330231_771887441649316","data","data.*","fetched (200)","2024-03-05 19:33:42.291147","Facebook:/<post-id>/comments","I like these! I've collected several over the years. Am wearing one now!","2023-12-22T12:28:20+0000","","",""
"uniqlo.us/266351330231_771887441649316/266351330231_771887441649316","65","19","2","266351330231_771887441649316","data","data.*","fetched (200)","2024-03-05 19:33:42.291147","Facebook:/<post-id>/comments","The Best! Its a pity we can’t get them in Ecuador.","2023-12-20T01:37:03+0000","","",""
"uniqlo.us/266351330231_771887441649316/266351330231_771887441649316","66","19","2","266351330231_771887441649316","data","data.*","fetched (200)","2024-03-05 19:33:42.291147","Facebook:/<post-id>/comments","The Best Ever","2023-12-20T19:48:15+0000","","",""
"uniqlo.us/266351330231_771887441649316/266351330231_771887441649316","67","19","2","266351330231_771887441649316","data","data.*","fetched (200)","2024-03-05 19:33:42.291147","Facebook:/<post-id>/comments","Whoa almost $80!","2023-12-20T01:51:27+0000","","",""
"uniqlo.us/266351330231_771887441649316/266351330231_771887441649316","68","19","2","266351330231_771887441649316","offcut","","fetched (200)","2024-03-05 19:33:42.291147","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_771887441649316/266351330231_771887441649316","122","19","2","266351330231_771887441649316","data","data.*","fetched (200)","2024-03-05 19:33:52.176885","Facebook:/<post-id>/comments","I like these! I've collected several over the years. Am wearing one now!","2023-12-22T12:28:20+0000","","",""
"uniqlo.us/266351330231_771887441649316/266351330231_771887441649316","123","19","2","266351330231_771887441649316","data","data.*","fetched (200)","2024-03-05 19:33:52.176885","Facebook:/<post-id>/comments","The Best! Its a pity we can’t get them in Ecuador.","2023-12-20T01:37:03+0000","","",""
"uniqlo.us/266351330231_771887441649316/266351330231_771887441649316","124","19","2","266351330231_771887441649316","data","data.*","fetched (200)","2024-03-05 19:33:52.176885","Facebook:/<post-id>/comments","The Best Ever","2023-12-20T19:48:15+0000","","",""
"uniqlo.us/266351330231_771887441649316/266351330231_771887441649316","125","19","2","266351330231_771887441649316","data","data.*","fetched (200)","2024-03-05 19:33:52.176885","Facebook:/<post-id>/comments","Whoa almost $80!","2023-12-20T01:51:27+0000","","",""
"uniqlo.us/266351330231_771887441649316/266351330231_771887441649316","126","19","2","266351330231_771887441649316","offcut","","fetched (200)","2024-03-05 19:33:52.176885","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_771771371660923","20","1","1","266351330231_771771371660923","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","Last-minute gifts ideas just hit the chat 📲    Shipping Cut-Offs: 12/19-Express shipping 12/24-Same Day Order & Pick #Uniqlo #Uniqlousa","2023-12-19T16:59:20+0000","","",""
"uniqlo.us/266351330231_771771371660923/266351330231_771771371660923","69","20","2","266351330231_771771371660923","empty","","fetched (200)","2024-03-05 19:33:42.844720","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_771771371660923/266351330231_771771371660923","70","20","2","266351330231_771771371660923","offcut","","fetched (200)","2024-03-05 19:33:42.844720","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_771771371660923/266351330231_771771371660923","127","20","2","266351330231_771771371660923","empty","","fetched (200)","2024-03-05 19:33:52.479332","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_771771371660923/266351330231_771771371660923","128","20","2","266351330231_771771371660923","offcut","","fetched (200)","2024-03-05 19:33:52.479332","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_771271695044224","21","1","1","266351330231_771271695044224","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","Get in the knit know! 👀 Follow these 4 easy steps to preserve your knitwear and prevent stretching.   Find your favorite knits here: https://bit.ly/47XRs3l  #Uniqlo #Uniqlousa","2023-12-18T22:30:29+0000","","",""
"uniqlo.us/266351330231_771271695044224/266351330231_771271695044224","71","21","2","266351330231_771271695044224","empty","","fetched (200)","2024-03-05 19:33:43.420873","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_771271695044224/266351330231_771271695044224","72","21","2","266351330231_771271695044224","offcut","","fetched (200)","2024-03-05 19:33:43.420873","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_771271695044224/266351330231_771271695044224","129","21","2","266351330231_771271695044224","empty","","fetched (200)","2024-03-05 19:33:52.785265","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_771271695044224/266351330231_771271695044224","130","21","2","266351330231_771271695044224","offcut","","fetched (200)","2024-03-05 19:33:52.785265","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_771055325065861","22","1","1","266351330231_771055325065861","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","The always trending Moon Bag now in pastel-perfect hues! Order today with Priority shipping to give the ultimate last-minute holiday gift.   Find them all here: https://bit.ly/3RH87mn #Uniqlo #Uniqlousa","2023-12-18T15:33:01+0000","","",""
"uniqlo.us/266351330231_771055325065861/266351330231_771055325065861","73","22","2","266351330231_771055325065861","empty","","fetched (200)","2024-03-05 19:33:43.815075","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_771055325065861/266351330231_771055325065861","74","22","2","266351330231_771055325065861","offcut","","fetched (200)","2024-03-05 19:33:43.815075","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_771055325065861/266351330231_771055325065861","131","22","2","266351330231_771055325065861","empty","","fetched (200)","2024-03-05 19:33:53.091509","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_771055325065861/266351330231_771055325065861","132","22","2","266351330231_771055325065861","offcut","","fetched (200)","2024-03-05 19:33:53.091509","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_770351505136243","23","1","1","266351330231_770351505136243","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","We're taking the stress of gifting off your shoulders with perfect last-minute presents! Find them in stores + online. 🎁   Shipping Cut-Offs: 12/17-Standard shipping 12/18-Priority shipping 12/19-Express shipping 12/24-Same Day Order & Pick  #Uniqlo #Uniqlousa","2023-12-17T14:50:04+0000","","",""
"uniqlo.us/266351330231_770351505136243/266351330231_770351505136243","75","23","2","266351330231_770351505136243","data","data.*","fetched (200)","2024-03-05 19:33:44.234160","Facebook:/<post-id>/comments","On my knees begging for a location at Sawgrass Mills","2023-12-17T19:40:33+0000","","",""
"uniqlo.us/266351330231_770351505136243/266351330231_770351505136243","76","23","2","266351330231_770351505136243","offcut","","fetched (200)","2024-03-05 19:33:44.234160","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_770351505136243/266351330231_770351505136243","133","23","2","266351330231_770351505136243","data","data.*","fetched (200)","2024-03-05 19:33:53.500611","Facebook:/<post-id>/comments","On my knees begging for a location at Sawgrass Mills","2023-12-17T19:40:33+0000","","",""
"uniqlo.us/266351330231_770351505136243/266351330231_770351505136243","134","23","2","266351330231_770351505136243","offcut","","fetched (200)","2024-03-05 19:33:53.500611","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_769226131915447","24","1","1","266351330231_769226131915447","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","Perfect your winter capsule wardrobe with our latest Live Station Show with host Aemilia Madden!  Tune in here: https://www.uniqlo.com/us/en/special-feature/live-station/88  #Uniqlo #Uniqlousa","2023-12-15T21:07:10+0000","","",""
"uniqlo.us/266351330231_769226131915447/266351330231_769226131915447","77","24","2","266351330231_769226131915447","data","data.*","fetched (200)","2024-03-05 19:33:44.752052","Facebook:/<post-id>/comments","Please read this article carefully: Stop blindly investing in the stock market. Blind investing will only make you lose money because you are not professional enough. When a person feels that he is not good enough, the most important thing is to learn. How to choose a good stock? 5w.fit/CHgTB","2023-12-17T12:38:37+0000","","",""
"uniqlo.us/266351330231_769226131915447/266351330231_769226131915447","78","24","2","266351330231_769226131915447","data","data.*","fetched (200)","2024-03-05 19:33:44.752052","Facebook:/<post-id>/comments","Salut from my Slavery live station  to yours","2023-12-15T21:15:34+0000","","",""
"uniqlo.us/266351330231_769226131915447/266351330231_769226131915447","79","24","2","266351330231_769226131915447","offcut","","fetched (200)","2024-03-05 19:33:44.752052","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_769226131915447/266351330231_769226131915447","135","24","2","266351330231_769226131915447","data","data.*","fetched (200)","2024-03-05 19:33:54.318571","Facebook:/<post-id>/comments","Please read this article carefully: Stop blindly investing in the stock market. Blind investing will only make you lose money because you are not professional enough. When a person feels that he is not good enough, the most important thing is to learn. How to choose a good stock? 5w.fit/CHgTB","2023-12-17T12:38:37+0000","","",""
"uniqlo.us/266351330231_769226131915447/266351330231_769226131915447","136","24","2","266351330231_769226131915447","data","data.*","fetched (200)","2024-03-05 19:33:54.318571","Facebook:/<post-id>/comments","Salut from my Slavery live station  to yours","2023-12-15T21:15:34+0000","","",""
"uniqlo.us/266351330231_769226131915447/266351330231_769226131915447","137","24","2","266351330231_769226131915447","offcut","","fetched (200)","2024-03-05 19:33:54.318571","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_769103111927749","25","1","1","266351330231_769103111927749","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","You get a gift card, and YOU get a gift card! Everyone gets a gift card! 🎁 Give the gift of choice and let them choose exactly what's right for them.  #Uniqlo #Uniqlousa","2023-12-15T16:13:16+0000","","",""
"uniqlo.us/266351330231_769103111927749/266351330231_769103111927749","80","25","2","266351330231_769103111927749","data","data.*","fetched (200)","2024-03-05 19:33:45.269508","Facebook:/<post-id>/comments","GTB bank, OPAY bank, UBA bank. First bank, if you have any of the bank account you can make ₦50k daily with your phone by visit this website, mayjong60.weebly.com","2023-12-20T01:08:16+0000","","",""
"uniqlo.us/266351330231_769103111927749/266351330231_769103111927749","81","25","2","266351330231_769103111927749","offcut","","fetched (200)","2024-03-05 19:33:45.269508","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_769103111927749/266351330231_769103111927749","138","25","2","266351330231_769103111927749","data","data.*","fetched (200)","2024-03-05 19:33:54.627504","Facebook:/<post-id>/comments","GTB bank, OPAY bank, UBA bank. First bank, if you have any of the bank account you can make ₦50k daily with your phone by visit this website, mayjong60.weebly.com","2023-12-20T01:08:16+0000","","",""
"uniqlo.us/266351330231_769103111927749/266351330231_769103111927749","139","25","2","266351330231_769103111927749","offcut","","fetched (200)","2024-03-05 19:33:54.627504","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_768605598644167","26","1","1","266351330231_768605598644167","data","data.*","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","Give them the gift that gets a *round* of applause: ""The Bag"" of 2023, named by Lyst! Plus, get ready for an upcoming pop of color! 👀  Find them all here: https://bit.ly/3RH87mn  #Uniqlo #Uniqlousa #Uniqlobag #moonbag","2023-12-14T22:30:06+0000","","",""
"uniqlo.us/266351330231_768605598644167/266351330231_768605598644167","82","26","2","266351330231_768605598644167","data","data.*","fetched (200)","2024-03-05 19:33:45.776642","Facebook:/<post-id>/comments","Shubhi Vijay","2023-12-15T03:21:26+0000","","",""
"uniqlo.us/266351330231_768605598644167/266351330231_768605598644167","83","26","2","266351330231_768605598644167","data","data.*","fetched (200)","2024-03-05 19:33:45.776642","Facebook:/<post-id>/comments","𝐃𝐞𝐚𝐫 𝐃𝐨𝐧'𝐭 𝐒𝐤𝐢𝐩👍👍 𝐶𝑜𝑛𝑔𝑟𝑎𝑡𝑢𝑙𝑎𝑡𝑖𝑜𝑛𝑠 𝑌𝑜𝑢 𝐶𝑎𝑛 𝐺𝑒𝑡 𝑌𝑜𝑢𝑟 𝑃𝑎𝑦𝑚𝑒𝑛𝑡 𝐵𝑒𝑡𝑤𝑒𝑒𝑛 20 second. 𝐕𝐢𝐬𝐢𝐭 𝐓𝐡𝐞 𝐋𝐢𝐧𝐤 𝐁𝐞𝐥𝐨𝐰 𝐅𝐨𝐫 𝐌𝐨𝐫𝐞 𝐃𝐞𝐭𝐚𝐢𝐥𝐬⤵️⤵️ 𝐂𝐥𝐢𝐜𝐤 𝐍𝐨𝐰👌👌 https://gtudeal.com/f1/","2023-12-15T12:25:33+0000","","",""
"uniqlo.us/266351330231_768605598644167/266351330231_768605598644167","84","26","2","266351330231_768605598644167","data","data.*","fetched (200)","2024-03-05 19:33:45.776642","Facebook:/<post-id>/comments","https://www.facebook.com/tobykeith","2023-12-15T12:25:12+0000","","",""
"uniqlo.us/266351330231_768605598644167/266351330231_768605598644167","85","26","2","266351330231_768605598644167","offcut","","fetched (200)","2024-03-05 19:33:45.776642","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/266351330231_768605598644167/266351330231_768605598644167","140","26","2","266351330231_768605598644167","data","data.*","fetched (200)","2024-03-05 19:33:54.935494","Facebook:/<post-id>/comments","Shubhi Vijay","2023-12-15T03:21:26+0000","","",""
"uniqlo.us/266351330231_768605598644167/266351330231_768605598644167","141","26","2","266351330231_768605598644167","data","data.*","fetched (200)","2024-03-05 19:33:54.935494","Facebook:/<post-id>/comments","𝐃𝐞𝐚𝐫 𝐃𝐨𝐧'𝐭 𝐒𝐤𝐢𝐩👍👍 𝐶𝑜𝑛𝑔𝑟𝑎𝑡𝑢𝑙𝑎𝑡𝑖𝑜𝑛𝑠 𝑌𝑜𝑢 𝐶𝑎𝑛 𝐺𝑒𝑡 𝑌𝑜𝑢𝑟 𝑃𝑎𝑦𝑚𝑒𝑛𝑡 𝐵𝑒𝑡𝑤𝑒𝑒𝑛 20 second. 𝐕𝐢𝐬𝐢𝐭 𝐓𝐡𝐞 𝐋𝐢𝐧𝐤 𝐁𝐞𝐥𝐨𝐰 𝐅𝐨𝐫 𝐌𝐨𝐫𝐞 𝐃𝐞𝐭𝐚𝐢𝐥𝐬⤵️⤵️ 𝐂𝐥𝐢𝐜𝐤 𝐍𝐨𝐰👌👌 https://gtudeal.com/f1/","2023-12-15T12:25:33+0000","","",""
"uniqlo.us/266351330231_768605598644167/266351330231_768605598644167","142","26","2","266351330231_768605598644167","data","data.*","fetched (200)","2024-03-05 19:33:54.935494","Facebook:/<post-id>/comments","https://www.facebook.com/tobykeith","2023-12-15T12:25:12+0000","","",""
"uniqlo.us/266351330231_768605598644167/266351330231_768605598644167","143","26","2","266351330231_768605598644167","offcut","","fetched (200)","2024-03-05 19:33:54.935494","Facebook:/<post-id>/comments","","","","",""
"uniqlo.us/uniqlo.us","27","1","1","uniqlo.us","offcut","","fetched (200)","2024-03-05 19:32:53.632896","Facebook:/<page-id>/posts","","","","",""
